message_shortname,image,direct_to_nurse,english,hindi,hindi_male,hindi_female
1_8_8_curative,,,"Use the Lactational Amenorrhea Method and other appropriate family planning methods to ensure at least three years between births and at least six months between stopping lactation and the next pregnancy. This will protect lactation, space births, and help build up vitamin A and other micronutrient stores.","
स्तनपान और अगली गर्भावस्था को रोकने के बीच कम से कम तीन साल और कम से कम छह महीने का अंतराल सुनिश्चित करने के लिए लैक्टेशनल अमेनोरिया विधि और अन्य उपयुक्त परिवार नियोजन विधियों का उपयोग करें। यह स्तनपान का पोषण और  गर्भ के बीच  अंतर्राल  और विटामिन ए और अन्य सूक्ष्म पोषक स्टोर बनाने में मदद करेगा।",,
1_8_9_others,,yes,What other questions you want to ask on lactating mothers nutrition?,स्तनपान कराने वाली माताओं के पोषण पर आप और क्या सवाल पूछना चाहती हैं?,,
1_9_cod,,,"Infants and young children are susceptible to a lot of diseases because of their weak immune system. Some of the commonly occurring diseases on which I can provide you information on are as follows.Press the number in front of the option you want to know more about:
1.Jaundice 
2.Diarrhea 
3.Typhoid 
4.Pneumonia 
5.Measles 
6.Malaria ","
""कमजोर प्रतिरक्षा प्रणाली के कारण शिशुओं और छोटे बच्चों को बहुत सारी बीमारियों की आशंका होती है। आमतौर पर होने वाली कुछ बीमारियाँ जिनके बारे में मैं आपको जानकारी प्रदान करुँगी | आप जिस विकल्प के बारे में जानना चाहते हैं उसके सामने की  संख्या दबाए |
1) पीलिया 
2) दस्त 
3) टाइफाइड 
4) निमोनिया 
5) खसरा 
6) मलेरिया ",,
1_9_1_jaundice,,,"Jaundice is a liver related disease causing yellowing of skin and eyes and it’s common in newborns and infants.Press the number in front of the option you want to know more about:
1) Symptoms of jaundice
2) Causes of jaundice 
3) How to prevent jaundice 
","पीलिया एक से लिवर संबंधित बीमारी है, जिससे त्वचा और आंखों का पीलापन होता है और यह नवजात शिशुओं और शिशुओं में आम है। आप जिस विकल्प के बारे में अधिक जानना चाहते हैं, उसके सामने संख्या दर्ज करें:
1) पीलिया के लक्षण
2) पीलिया के कारण
३) पीलिया से बचाव कैसे करें।",,
1_9_1_1_sym,,,"Most apparent signs of jaundice are yellowing of the skin and whites of the eyes. Jaundice can also cause color changes to bodily fluids, such as pale stools and dark urine.","पीलिया के ज्यादातर स्पष्ट लक्षण त्वचा और आंखों के सफेद भाग का पीला होना है। पीलिया से शारीरिक तरल पदार्थ में परिवर्तन हो सकता है, जैसे कि पीला मल और गहरे रंग का पेशाब। ",,
1_9_1_2_causes,,,"1) Hepatitis: either feco-oral routes or through direct body fluids transmission. 
2) Hemolytic Anemia:due to destruction of RBC rapidly.which is common in newborn.Also called 3rd day jaundice.
3) EB virus :EBV is a very common virus, affecting children and adults. It tends to be transmitted through bodily fluids, such as saliva
"," 1. हेपेटाइटिस: यह फेको-ओरल मार्ग( मुँह और मल के रास्ते ) या सीधे शरीर के तरल पदार्थ संचरण के माध्यम से फैलता है ।
2.हेमोलिटिक एनीमिया: यह तेजी से आरबीसी के विनाश के कारण होता है । जो नवजात शिशु में आम है और इसे  3 दिन का पीलिया भी कहा जाता है।
3. ईबी वायरस: ईबीवी बच्चों और वयस्कों को प्रभावित करने वाला एक बहुत ही सामान्य वायरस है। यह लार के रूप में शारीरिक तरल पदार्थ के माध्यम से फैलता  है | ",,
1_9_1_3_prev,,,"Mild cases of jaundice in children can sometimes go away without treatment.
- Ensure that your child has regular bowel movements which may also help the body to get rid faster of bilirubin. 
- maintain good hygiene and avoid  sharing of toys and other items from the infected child which can reduce the risk of conditions such as EBV.
- Two of the most common types of hepatitis are preventable by vaccines.so make sure to get your child immunised/vaccinated.
- Tips for avoiding constipation and establishing regular bowel movements include making sure your child:
> Is well-hydrated
> Has regular physical activity
> Gets enough dietary fiber, which can be found in fruits, beans, and bran cereals like apples, bananas, lentils,chickpeas,oats, sweet potato etc.","“बच्चों में पीलिया के हल्के मामले कभी-कभी इलाज के बिना दूर हो सकते हैं।
- सुनिश्चित करें कि आपके बच्चे में नियमित रूप से मल त्याग हो जो शरीर को बिलीरुबिन से तेजी से छुटकारा पाने में मदद कर सकता है।
- अच्छी स्वच्छता बनाए रखें और संक्रमित बच्चे से खिलौने और अन्य वस्तुओं को साझा करने से बचें, जिससे ईबीवी जैसी स्थितियों का खतरा कम हो सकता है।
- हेपेटाइटिस के दो सबसे सामान्य प्रकार टीके द्वारा रोके जा सकते हैं। अपने बच्चे का टीकाकरण करवाना सुनिश्चित करें।
- कब्ज से बचने और नियमित रूप से मल त्याग स्थापित करने के सुझाव में यह सुनिश्चित करना शामिल है कि आपका बच्चा:
> अच्छी तरह से हाइड्रेटेड है मतलब उसमे पानी की कमी न हो | 
> उसमे नियमित शारीरिक गतिविधि मौजूद हो | 
> उसे पर्याप्त मात्रा में फाइबर प्राप्त होता है, जो की फल, बीन्स, और चोकर अनाज जैसे सेब, केला, दाल, छोले, जई, शकरकंद आदि में पाया जा सकता है।",,
1_9_2_diarrhea,,,"Diarrhea is frequent, soft or loose bowel movements (poop). Most kids have diarrhea from time to time. 20% of all childhood deaths are caused due to diarrhea and dehydration.Press the number in front of the option you want to know more about:
1) symptoms of diarrhea
2) causes of diarrhea
3) prevention of diarrhea
4) How to prevent diarrhea at home.","दस्त अक्सर, नरम या ढीली मल त्याग (शौच) है। अधिकांश बच्चों को समय-समय पर दस्त होते हैं। सभी बचपन में होने वाली मौतों में से 20% दस्त और शरीर में पानी की कमी  के कारण होती हैं।आप जिस विकल्प के बारे में जानना चाहते हैं उसके सामने की संख्या दर्ज करें। 
1) दस्त के लक्षण
2) दस्त के कारण
3) दस्त की रोकथाम
4) घर पर दस्त को कैसे रोकें।",,
1_9_2_1_sym,,,"Symptoms :
> Fever
> loss of appetite
> vomiting
> weight loss
> Dehydration : Signs of dehydration include dry mouth, sunken eyes, not peeing often and low energy.
","
""लक्षण:
> बुखार
> भूख कम लगना
> उल्टी होना
> वजन कम होना
> निर्जलीकरण: शरीर में पानी की कमी  के संकेतों में सूखा मुँह, धँसी हुई आँखें, अक्सर पेशाब न करना और कम ऊर्जा शामिल है।",,
1_9_2_2_causes,,,"Diarrhoea is commonly caused by a viral or bacterial infection which can be transmitted by drinking contaminated water or food, poor sanitation etc.
","
“दस्त आमतौर पर एक वायरल या जीवाणु संक्रमण के कारण होता है जो दूषित पानी पीने से या भोजन, खराब स्वच्छता आदि से फैल सकता है।",,
1_9_2_3_prev,,,"> Wash fruits and vegetables well before eating.
> Drink clean water: boiled or filtered. Cover water. Use a ladle, do not dip fingers into container
> Wash your hands after going to the bathroom. 
> Wash your hands before preparing or eating a meal.
> Do not eat stale or contaminated food.
> Wash pots and pans and let them dry before reusing them.
","> खाने से पहले फलों और सब्जियों को अच्छे से धोएं।
> साफ पानी पिएं जैसे की उबला या फ़िल्टर किया हुआ। पानी ढक कर रखें। एक करछुल का उपयोग करें, उंगलियों को बर्तन में न डुबोएं
> बाथरूम जाने के बाद अपने हाथ जरूर धोएं।
> खाना बनाने या खाने से पहले अपने हाथ जरूर धोएं।
> बासी या दूषित भोजन न करें।
> बर्तन और धूपदान धोएं और उन्हें पुन: उपयोग करने से पहले सूखने दें।",,
1_9_2_4_homeremedies,,,"> Continue feeding the child, do not starve them. Continue breastfeeding. For older children, give bananas, rice, and lentils.
> Give clean water. Give rice water.
> Use oral rehydration therapy wherein you mix a pinch salt, fist of sugar in a glass of water. Discard every 24 hours.
> Important point: Continue using ORS as long as diarrhoea continues.

","""> स्तनपान जारी रखें बच्चे को दूध पिलाते रहें, उन्हें भूखा न रखें। बड़े बच्चों के लिए, केला, चावल और दाल दें सकते है | 
> स्वच्छ पानी दें साथ ही 6  महीनो से ऊपर के बच्चो को  चावल का पानी भी दे सकते है ।
> ओरल रिहाइड्रेशन थेरेपी (ओ आर एस )का उपयोग करें जिसमें आप एक गिलास पानी में एक चुटकी नमक, चीनी की मुट्ठी मिलाएं। हर 24 घंटे में बच्चे को पिलाये।
> महत्वपूर्ण बात: जब तक दस्त जारी रहे तब तक ओआरएस का उपयोग जारी रखें।",,
1_9_3_typhoid,,,"Typhoid fever is a bacterial infection. Children can become very sick or even die without treatment. Typhoid fever is common in countries with poor sanitation. The disease is rare in the developed countries..Press the number in front of the option you want to know more about:
1) Symptoms of Typhoid
2) Causes of Typhoid 
3) How to prevent Typhoid ","टाइफाइड बुखार एक जीवाणु संक्रमण है। इसके कारण बच्चे बहुत बीमार हो सकते हैं या बिना इलाज के भी मर सकते हैं। टाइफाइड बुखार गरीब स्वच्छता वाले देशों में आम है। विकसित देशों में यह बीमारी आसानी से नहीं फैलती  है। आप जिस विकल्प के बारे में अधिक जानना चाहते हैं उसके सामने की संख्या दर्ज करे। 
1) टाइफाइड के लक्षण
2) टाइफाइड के कारण
3) टाइफाइड से बचाव",,
1_9_3_1_sym,,,"> A persistent fever that rises gradually to (102°F to 104°F)
> Headache
> Sore throat
> Tiredness
> Low energy
> Stomach pain
> Constipation
> Diarrhea
","> एक लगातार बुखार जो धीरे-धीरे बढ़ता है (102 ° F से 104 ° F)
> सिरदर्द
> गले में खराश
> थकान
> कम ऊर्जा
> पेट दर्द
> कब्ज
> अतिसार",,
1_9_3_2_causes,,,"> Typhoid fever is caused by bacteria. The bacteria is most often found in food or water contaminated by an infected person. Infection can also occur when food or drink is served by an infected person who has not washed after using the bathroom.
> Poor sanitation
> Children with weak immune systems are also at a greater risk of getting sick.

",""""" टाइफाइड बुखार बैक्टीरिया के कारण होता है। बैक्टीरिया अधिक बार किसी संक्रमित व्यक्ति द्वारा दूषित भोजन या पानी में पाया जाता है। संक्रमण  किसी संक्रमित व्यक्ति द्वारा भोजन या पेय परोसा जाने पर,  जिसने बाथरूम के उपयोग करने के बाद हाथ नहीं धोया हो के कारन भी हो सकता है। 
> ख़राब  स्वच्छता
> कमजोर प्रतिरक्षा प्रणाली वाले बच्चे भी बीमार होने के अधिक जोखिम में हैं।
",,
1_9_3_3_prev,,,"> Wash your hands. Frequent hand-washing with soap and  water is the best way to control infection
> Avoid drinking untreated water. Contaminated drinking water is a particular problem in areas where typhoid fever is endemic.
> Avoid eating raw fruits and vegetables without washing them.
> Choose fresh foods.
> Vaccinations :There is a typhoid vaccine that can be used in children older than two years. 
> If your child is showing symptoms of typhoid fever, seek medical help right away.

","""अपने हाथ धोएं। संक्रमण को नियंत्रित करने के लिए साबुन और पानी से बार-बार हाथ धोना सबसे अच्छा तरीका है
> अनुपचारित पानी पीने से बचें। दूषित पेयजल उन क्षेत्रों में एक विशेष समस्या है जहां टाइफाइड बुखार सामान्य है।
> बिना धोए कच्चे फल और सब्जियां खाने से बचें।
> ताजा खाद्य पदार्थ चुनें।
> टीकाकरण: एक टाइफाइड वैक्सीन है जिसका उपयोग दो साल से अधिक उम्र के बच्चों में किया जा सकता है।
> यदि आपका बच्चा टाइफाइड बुखार के लक्षण दिखा रहा है, तो तुरंत चिकित्सा सहायता लें।
""",,
1_9_4_pneumonia,,,"Pneumonia is an infection in the lungs. It may also be called a lower respiratory tract infection. Most cases of pneumonia are caused by viruses in children age three and younger. In older children and teenagers, most cases of pneumonia are caused by bacterial infections..Press the number in front of the option you want to know more about:
1) Symptoms of pneumonia
2) Causes of pneumonia 
3) How to prevent pneumonia
","""निमोनिया फेफड़ों में एक संक्रमण है। इसे निचले साँस पथ का संक्रमण भी कहा जा सकता है। निमोनिया के अधिकांश मामले तीन साल और उससे कम उम्र के बच्चों में वायरस के कारण होते हैं। बड़े बच्चों और किशोरों में, निमोनिया के अधिकांश मामले जीवाणु संक्रमण के कारण होते हैं। आप जिस विकल्प के बारे में अधिक जानना चाहते हैं उसके सामने की संख्या दर्ज करे।
1) निमोनिया  के लक्षण
2) निमोनिया के कारण
3) निमोनिया से बचाव ",,
1_9_4_1_sym,,,"Symptoms :
> High fever
> Cough
> Fast breathing
> Trouble breathing
> Crackly noises in the lung
> Loss of appetite
> Vomiting due to the cough or from swallowing mucus
> Feeling unwell
> Abdominal (belly) pain or chest pain","लक्षण:
> तेज बुखार
> खांसी
> तेज सांस लेना
> सांस लेने में परेशानी
> फेफड़ों में क्रैकली शोर
> भूख कम लगना
> खांसी के कारण या बलगम निगलने से उल्टी होना
> अस्वस्थ महसूस करना
> पेट (पेट) दर्द या सीने में दर्द ",,
1_9_4_2_causes,,,Mainly caused due to bacterial infection.,यह मुख्य रूप से जीवाणु संक्रमण के कारण होता है।,,
1_9_4_3_prev,,,"Keep your child fed and hydrated: Make sure your child drinks plenty of fluids to stay hydrated. Your child may not want to eat much at first. Once the infection begins to clear and your child starts to feel better,then they will want to eat more.","अपने बच्चे को खिलाया और जलयोजित रखें: सुनिश्चित करें कि आपका बच्चा जलयोजित रहने के लिए बहुत सारे तरल पदार्थ पीता है। हो सकता है कि आपका बच्चा पहली बार में ज्यादा खाना न खाए। एक बार जब संक्रमण साफ होने लगता है और आपका बच्चा बेहतर महसूस करना शुरू कर देता है, तो वह अधिक खाना चाहेंगे।",,
1_9_5_measles,,,"Measles is a very contagious respiratory infection. It causes a total-body skin rash and flu-like symptoms.
Press the number in front of the option you want to know more about:
1) Symptoms of Measles
2) Causes of Measles 
3) How to prevent Measles
","खसरा एक बहुत ही संक्रामक श्वसन रोग है । इसके कारण पुरे शरीर की त्वचा पर चकत्ते और फ्लू जैसे लक्षणों दिखायी पड़ते है।  आप जिस विकल्प के बारे में अधिक जानना चाहते हैं उसके सामने की संख्या दर्ज करे। 
1)  खसरा  के लक्षण
2)  खसरा  के कारण
3)  खसरा  से बचाव के कुछ तरीके ",,
1_9_5_1_sym,,,"The first symptoms of a measles infection are usually a hacking cough, runny nose, high fever, and red eyes. Kids also may have Koplik's spots (small red spots with blue-white centers) inside the mouth before the rash starts.","खसरे के संक्रमण के पहले लक्षण आमतौर पर एक सुखी खांसी, नाक बहना, तेज बुखार और लाल आँखें हैं। बच्चों को दाने निकलने से पहले मुंह के अंदर कोप्लिक के धब्बे (नीले-सफेद केंद्र वाले छोटे लाल धब्बे) हो सकते हैं।",,
1_9_5_2_causes,,,Measles spreads when people breathe in or have direct contact with virus-infected fluid. It can pass through droplets sprayed into the air when someone with measles sneezes or coughs.,"खसरा, वायरस से संक्रमित तरल पदार्थ के साथ सीधे संपर्क में आने या संक्रमित वायु में साँस लेने से छींटे के माध्यम से फेल सकता है जब कोई खसरा से संक्रमित व्यक्ति छींकता है या खांसी करता है।",,
1_9_5_3_prev,,,"The best way to protect your kids is to make sure they're immunized against measles. For most kids, measles protection is part of the measles-mumps-rubella vaccine (MMR)or measles-mumps-rubella-varicella vaccine (MMRV) given when they're 12 to 15 months old and again when they're 4 to 6 years old. Check with your Aanganwadi worker if your child has got this vaccination! ","खसरे से अपने बच्चों की सुरक्षा करने सबसे अच्छा तरीका यह सुनिश्चित करना है कि वह खसरे के खिलाफ प्रतिरक्षित हो । ज्यादातर बच्चों के लिए, खसरा-रूबेला वैक्सीन (MMR) या खसरा--रूबेला-वैरसेला वैक्सीन (MMRV) , 12 से 15 महीने पुरे होने पर दिया जाता है और दोबारा जब वह 4 से 6 के हो जाते  है। यदि आपके बच्चे को यह टीकाकरण मिला है, तो अपने आंगनवाड़ी कार्यकर्ता से इस बारे में बात  करें!",,
1_9_6_malaria,,,"Malaria is a severe infection which caused due to mosquito bite and it can be fatal if left untreated.
Press the number in front of the option you want to know more about:
1) Symptoms of Malaria
2) Causes of Malaria 
3) How to prevent Malaria","मलेरिया एक गंभीर संक्रमण है ,जो की मच्छर के काटने के कारण होता है। और यह अनुपचारित होने पर घातक हो सकता है। आप जिस विकल्प के बारे में अधिक जानना चाहते हैं उसके सामने की संख्या दर्ज करे। 
1) मलेरिया के लक्षण
2) मलेरिया के कारण
3) मलेरिया से बचाव के कुछ तरीके ",,
1_9_6_1_sym,,,"The initial symptoms are not feeling well , low grade fever, body pain or cold like symptoms. And at later stage,
- High fever 
- Headache
 -Nausea & Vomiting 
- Pale and yellowish skin.
","""शुरुआती लक्षण कुछ इस प्रकार दिखाई पड़ते है  जैसे की ठीक महसूस न करना , कम बुखार, शरीर में दर्द या ठंड लगना। और बाद के चरण में आप यह भी देख सकते है। 
- उच्च बुखार
- सरदर्द
 -मतली उल्टी
- पीली और फीकी  त्वचा।",,
1_9_6_2_causes,,,"Mainly caused due to mosquito bite and rarely due to blood transfusion,sharing needles and from mother to the baby during pregnancy.","यह मुख्य रूप से मच्छर के काटने के कारण और शायद ही कभी रक्त आधान, गर्भावस्था के दौरान सुइयों और माँ से बच्चे को साझा करने के कारण होता है।",,
1_9_6_3_prev,,,"Apply mosquito repellent, use net while sleeping, avoid stagnation of water in your surroundings, clean coolers at your home, maintain hygiene and sanitation.","मच्छर से बचाने वाली क्रीम लगायें, सोते समय नेट का उपयोग करें, अपने आस-पास पानी के ठहराव से बचें, अपने घर पर कूलर की साफ़ करें, स्वच्छता और साफ सफाई  बनाए रखें।",,
